"Contract_ID","Plan_ID","Segment_ID","Year","Contract_Plan_Segment","1","2","3","4","5","6","7","State_Enrollment","State_Eligibles","Star_Rating_3","Star_Rating_3.5","Star_Rating_4","Star_Rating_4.5"
"H5854",10,0,2021,"H5854-10-0",11.1805739302909,12.5515809977264,4.82754312374558,4.64049556709958,8.51918784973663e-09,1.85150862208756e-09,2.48147630059007e-09,9005,703271,0,0,1,0
"H5854",10,0,2022,"H5854-10-0",4.78237808707404,22.8683215556333,2.08198570779774,1.73973305938189,7.8552954833932e-09,0.0351589633155176,2.56813035708757e-09,7125,716961,0,0,0,1
"H5854",11,0,2019,"H5854-11-0",3.29486898137486,22.387683079266,1.62705887949774,2.42321075309905,6.54328786030514,0.359258949559543,2.58593176664522e-09,2501,678880,0,1,0,0
"H5854",11,0,2020,"H5854-11-0",0.0122403225773577,22.5468770829949,1.17883585825896,5.83106438944301,7.56987055425705e-09,2.86146974803135,0.428278098120717,2999,689828,0,0,1,0
"H5854",11,0,2021,"H5854-11-0",7.34621633680568,13.779946077537,4.01096558611658,7.42487405745865,8.18240337009831e-09,1.28050130544917,2.49063497703065e-09,2387,703271,0,0,1,0
"H5854",11,0,2022,"H5854-11-0",0.00105513939866494,22.9840822884961,1.05045119232029,5.64215963980749,7.5364652196155e-09,2.73572745627541,0.435920544729417,1858,716961,0,0,0,1
"H5854",7,0,2019,"H5854-7-0",1.42275049772137e-08,33.5660706406013,5.84776007792328e-07,0.0282697484277688,6.75875794183859,0.00276217427370079,2.28105643062837e-09,764,678880,0,1,0,0
"H5854",7,0,2020,"H5854-7-0",1.59496139633937e-09,34.8894273238524,6.57223381257419e-08,0.00775136649937177,2.41549169229414e-08,0.000160808201342975,2.28871721631198e-09,577,689828,0,0,1,0
"H5854",7,0,2021,"H5854-7-0",7.5300278651213,22.0748709289107,2.67792529974345,3.74634476262034,0.182761531710323,0.000113189753451859,2.26237568554095e-09,438,703271,0,0,1,0
"H5854",7,0,2022,"H5854-7-0",1.59043733685106e-09,34.9952844947391,1.6449170241492e-07,0.00132019826864247,6.51650980561988e-09,2.73802876450709e-05,2.28215613819698e-09,350,716961,0,0,0,1
"H5854",9,0,2019,"H5854-9-0",1.23055530247389e-08,33.4321543312836,5.55415111873574e-08,0.00817705648096719,6.77930323723205,0.00291081420054898,2.29064070093926e-09,1731,678880,0,1,0,0
"H5854",9,0,2020,"H5854-9-0",1.59421553781937e-09,34.8918055165545,1.32690314601042e-07,0.0216745730444446,3.58472937217163e-06,0.0001053659208,2.28779123624724e-09,1310,689828,0,0,1,0
"H5854",9,0,2021,"H5854-9-0",5.59056291801675,22.7776308439685,2.96249564236493,4.50460492449305,7.17192920060074e-06,5.29764757888111e-05,2.2833017652161e-09,1039,703271,0,0,1,0
"H5854",9,0,2022,"H5854-9-0",1.59414762560393e-09,34.8942911960001,1.34855973408671e-07,0.0206837939618283,3.83826629029767e-06,0.000103087853637209,2.28768339243177e-09,830,716961,0,0,0,1
"H7849",52,0,2022,"H7849-52-0",13.4676530246714,1.9898323984899e-09,11.4881950070765,2.08563782138508e-09,1.11597479292361e-08,2.34489348888718e-09,6.78936958487216,322,716961,0,1,0,0
"H7849",54,0,2022,"H7849-54-0",13.2895297920571,2.01525100047375e-09,11.0468092009206,2.11420139872527e-09,1.12868460011151e-08,2.3793634611621e-09,7.07749078891004,48,716961,0,1,0,0
